"time","electro_Mechanical_Model.omega","electro_Mechanical_Model.theta","thermal_model.MainBody.T","thermal_model.Panel1.T","thermal_model.Radiator1.T","electro_Mechanical_Model.resistor.i"
2.8,-2.2053508225692252e-4,-0.6354135098971365,293.047326637841,321.47970990714464,288.2514910548096,1.229453741721099e-6
2.9,-2.1008387789822258e-4,-0.7130724807862072,293.0995839229093,321.5157899038854,288.85504733072617,1.9874200502558403e-6
3,-1.9490802034139644e-4,-0.7861066182454309,293.17546437295977,321.57086167149373,289.456593405757,2.6847817037077086e-6
3.1,-1.754545324113289e-4,-0.8528922237153966,293.27273284624266,321.64326953835854,290.0411442431696,3.3049635797566887e-6
3.2,-1.5227364737544478e-4,-0.9119853784160741,293.3886381511235,321.7309417667709,290.5938115784211,3.832787261846811e-6
3.3,-1.2600781861067035e-4,-0.9621572516530014,293.5199679987604,321.83143084305306,291.1003045182155,4.25507812610551e-6
3.4,-9.73766893439502e-5,-1.0024247200787932,293.6631241554523,321.9419694445794,291.5474801649539,4.561296477814274e-6
3.5,-6.715805807207589e-5,-1.0320748485228644,293.81421761653456,322.05954229677513,291.9239042473631,4.744133741786878e-6
3.6,-3.616530810635087e-5,-1.0506818667793285,293.96918145945597,322.1809724423274,292.22036336304797,4.7999929507495215e-6
3.7,-5.222189837589886e-6,-1.0581154324077826,294.1238969329767,322.3030187153688,292.43028708396406,4.729302576115753e-6
3.7170781938570547,-1.5563978370943743e-9,-1.0582754289899257,294.150000059415,322.32369035385966,292.4571782456285,4.704846837321126e-6
3.7170781938570547,-1.5563978370943743e-9,-1.0582754289899257,294.150000059415,322.32369035385966,292.4571782456285,4.704846837321126e-6
3.8,2.4857148901492782e-5,-1.0545467122007963,294.274293305672,322.4224530266269,292.5500430141899,4.5367057477123106e-6
3.9,5.3318228472562e-5,-1.0404212678071771,294.4165981936136,322.53625882619826,292.5791508237759,4.230760324750865e-6
4,7.946708658892755e-5,-1.0164407896810754,294.54734180535587,322.64163675284556,292.51996616703974,3.823459400362533e-6
4.1,1.0268510535971853e-4,-0.9835556712015772,294.66343107690835,322.7360632705514,292.3777043662781,3.3300806250817154e-6
4.2,1.2247437102855225e-4,-0.9429161393308426,294.76237646851223,322.8174751116652,292.16004194321573,2.7680383076474035e-6
4.3,1.384507413899859e-4,-0.895828807966524,294.84225730051395,322.8842463289732,291.8765662199411,2.1561557033235985e-6
4.4,1.503528540916492e-4,-0.8437168664629284,294.9017667934776,322.9352281877459,291.5382853487413,1.5138299851015915e-6
4.5,1.580454498146991e-4,-0.7880748398596836,294.94022868266944,322.96976714898926,291.1570760487666,8.601755986516798e-7
