"time","electro_Mechanical_Model.angleSensor.phi","electro_Mechanical_Model.inertia.w","electro_Mechanical_Model.resistor.i","thermal_model.MainBody.T","thermal_model.Panel1.T","thermal_model.Radiator1.T"
35.5765285186705,-0.6311600134422978,-4.643818037561719e-4,0.015934874199406472,294.1476781175394,322.35311669519376,289.25704238566084
35.58678703323759,-0.6311769672640196,-4.537483937538404e-4,0.016056488943274994,294.14773128479214,322.3531576568185,289.2572140161262
35.597045547804676,-0.6311935269127008,-4.4303565844626256e-4,0.016173533308749547,294.1477848486637,322.35319896053176,289.25738319307726
35.60730406237177,-0.6312096895155147,-4.3224664070281606e-4,0.0162859932287967,294.14783879393974,322.3532405944733,289.2575498815609
35.61756257693886,-0.6312254523107934,-4.213843923100971e-4,0.016393856014818083,294.14789310536156,322.35328254673976,289.25771404738
35.62782109150595,-0.6312408126511154,-4.1045197315925077e-4,0.01649711007070637,294.1479477676293,322.3533248053877,289.2578756571186
35.63807960607304,-0.6312557680017764,-3.9945245042066345e-4,0.01659574507439381,294.1480027654075,322.35336735843686,289.2580346781354
35.64833812064013,-0.631270315940716,-3.883888977150615e-4,0.016689751894553184,294.14805808332767,322.3534101938736,289.2581910785669
35.658596635207225,-0.631284454160723,-3.772643943171971e-4,0.016779122686596034,294.1481137059936,322.3534532996535,289.25834482734706
35.668855149774316,-0.6312981804675224,-3.6608202435550833e-4,0.016863850758304495,294.1481696179846,322.3534966637054,289.2584958941977
35.67911366434141,-0.6313114927808946,-3.5484487597876044e-4,0.016943930618916667,294.14822580386,322.3535402739339,289.25864424963976
35.68937217890849,-0.6313243891355185,-3.435560405172593e-4,0.017019358014900808,294.14828224816296,322.35358411822324,289.2587898650043
35.699630693475584,-0.6313368676788352,-3.3221861175873266e-4,0.017090130034945222,294.14833893542476,322.3536281844396,289.2589327124194
35.709889208042675,-0.6313489266739429,-3.208356850294727e-4,0.017156244884415688,294.1483958501687,322.3536724604353,289.25907276483633
35.72014772260977,-0.6313605644979333,-3.0941035646068826e-4,0.01721770199974616,294.1484529769139,322.35371693405125,289.2592099960206
35.73040623717686,-0.6313717796413842,-2.979457222268723e-4,0.01727450191272174,294.14851030017974,322.3537615931202,289.25934438055225
35.74066475174395,-0.631382570710469,-2.864448776093943e-4,0.017326646454156266,294.14856780448974,322.35380642547074,289.2594758938449
35.75092326631104,-0.6313929364248791,-2.7491091634637325e-4,0.01737413863579381,294.14862547437514,322.353851418929,289.2596045121345
35.76118178087813,-0.6314028756184042,-2.6334692978983103e-4,0.01741698267147394,294.1486832943793,322.35389656132315,289.25973021248683
35.771440295445224,-0.6314123872398272,-2.5175600602746033e-4,0.01745518394034935,294.1487412490618,322.3539418404858,289.25985297280897
35.78169881001231,-0.6314214703506055,-2.40141229283873e-4,0.017488749019102457,294.14879932300147,322.3539872442571,289.2599727718345
35.7919573245794,-0.6314301241270673,-2.2850567893153889e-4,0.01751768566620584,294.1488575008015,322.35403276048845,289.26008958914474
35.80221583914649,-0.6314383478590925,-2.1685242881498915e-4,0.017542002802953705,294.1489157670926,322.35407837704514,289.26020340516214
35.81247435371358,-0.6314461409489852,-2.0518454659646418e-4,0.01756171042703244,294.1489741065365,322.354124081809,289.2603142011452
35.822732868280674,-0.6314535029134792,-1.9350509269866706e-4,0.017576819755341314,294.14903250383117,322.3541698626827,289.26042195920826
35.832991382847766,-0.631460433381536,-1.818171197985716e-4,0.017587343152440545,294.1490909437131,322.3542157075916,289.2605266623075
35.84324989741486,-0.6314669320944181,-1.7012367201777286e-4,0.01759329415093598,294.14914941096197,322.35426160448725,289.2606282942456
35.85350841198195,-0.6314729989065849,-1.58427783984851e-4,0.017594687385851387,294.14920789040457,322.35430754135075,289.26072683968283
35.86376692654904,-0.6314786337832421,-1.4673248036468776e-4,0.017591538643620844,294.14926636691746,322.35435350619485,289.2608222841216
35.874025441116125,-0.6314838368018576,-1.350407748621544e-4,0.017583864842542977,294.14932482543225,322.35439948706784,289.2609146139214
35.884283955683216,-0.6314886081511419,-1.2335566956699174e-4,0.01757168400156932,294.1493832509382,322.35444547205657,289.2610038162956
35.89454247025031,-0.6314929481293894,-1.116801544855559e-4,0.0175550150370495,294.1494416284858,322.35449144928776,289.2610898793009
35.9048009848174,-0.6314968571463151,-1.0001720630607501e-4,0.017533878086816803,294.14949994319153,322.35453740693356,289.26117279185706
35.91505949938449,-0.6315003357207695,-8.836978804277579e-5,0.017508294435886355,294.1495581802402,322.35458333321213,289.26125254373113
35.92531801395158,-0.6315033844803523,-7.674084826856611e-5,0.017478286647173914,294.1496163248891,322.3546292163914,289.2613291255399
35.93557652851867,-0.6315060041622533,-6.51333201876209e-5,0.017443878191890513,294.1496743624722,322.3546750447925,289.26140252875877
35.945835043085765,-0.6315081956107184,-5.3550121334927525e-5,0.017405093302724762,294.1497322784017,322.3547208067913,289.26147274570576
35.956093557652856,-0.6315099597779243,-4.199415252482299e-5,0.01736195734121079,294.1497900581738,322.35476649082256,289.2615397695528
35.96635207221994,-0.6315112977232008,-3.046829719884352e-5,0.01731449674862726,294.1498476873714,322.354812085382,289.2616035943228
35.97661058678703,-0.6315122106109364,-1.8975421059737536e-5,0.017262739418903834,294.1499051516659,322.3548575790283,289.2616642148763
35.986869101354124,-0.6315126997121913,-7.5183708978172696e-6,0.017206713899620696,294.14996243682333,322.35490296038796,289.2617216269293
35.99361454682367,-0.6315127910334053,-5.722503047773636e-9,0.01716756285120601,294.15,322.3549327340689,289.2617576278068
35.99361454682367,-0.6315127910334053,-5.722503047773636e-9,0.01716756285120601,294.15,322.3549327340689,289.2617576278068
35.997127615921215,-0.631512766404089,3.90002309898801e-6,0.01714644981494281,294.15001952869284,322.35494821814547,289.26177582703707
36.00738613048831,-0.6315124121649669,1.5276955312797348e-5,0.01708197559699098,294.1500764132465,322.3549933410759,289.2618268125981
36.01764464505539,-0.6315116385749733,2.6609644976608968e-5,0.017013325972223187,294.1501330765804,322.35503831804533,289.2618745818582
36.02790315962249,-0.6315104473237103,3.7895319179913344e-5,0.01694053482740976,294.15018950483005,322.3550831379438,289.2619191338864
36.03816167418958,-0.6315088401952026,4.913123560463715e-5,0.01686363132558886,294.1502456842839,322.35512778977545,289.26196046857376
36.04842018875667,-0.6315068190753895,6.0314672918181604e-5,0.016782650479649937,294.1503016013357,322.3551722626211,289.261998586642
36.05867870332376,-0.6315043859537675,7.144293312751365e-5,0.016697629261003596,294.1503572424949,322.35521654564604,289.2620334896664
36.06893721789085,-0.6315015429181736,8.251334200303075e-5,0.016608603243961413,294.15041259439084,322.3552606281034,289.26206518003994
36.07919573245794,-0.6314982921546071,9.352324972337638e-5,0.016515608991178186,294.1504676437746,322.35530449933634,289.2620936609756
36.08945424702503,-0.6314946359457099,1.0447003151087822e-4,0.016418686102589872,294.1505223775219,322.3553481487795,289.2621189364981
36.09971276159212,-0.6314905766703979,1.1535108825853802e-4,0.01631787249523569,294.15057678263753,322.35539156596366,289.26214101144456
36.10997127615921,-0.63148611680338,1.2616384685786106e-4,0.016213206721482118,294.15063084625626,322.3554347405156,289.26215989146226
36.1202297907263,-0.6314812589141282,1.3690576072150152e-4,0.016104731463464177,294.1506845556449,322.3554776621603,289.26217558300345
36.1304883052934,-0.6314760056657953,1.4757431057291857e-4,0.015992488113761104,294.150737898207,322.35552032072434,289.2621880933218
36.14074681986049,-0.6314703598138829,1.581670051994562e-4,0.015876518060347025,294.1507908614866,322.35556270613966,289.2621974304665
36.15100533442757,-0.6314643242055045,1.6868138154690042e-4,0.015756864028388946,294.1508434331689,322.35560480844305,289.2622036032768
36.161263848994665,-0.631457901778396,1.791150054802846e-4,0.015633570133531643,294.15089560108333,322.35564661777937,289.26220662137894
36.171522363561756,-0.6314510955583873,1.894654730297237e-4,0.015506682286570104,294.15094735320963,322.35568812440715,289.2622064951735
36.18178087812885,-0.631443908660969,1.997304094010985e-4,0.01537624584110184,294.150998677674,322.355729318694,289.262203235842
36.19203939269594,-0.6314363442880655,2.0990747059419342e-4,0.01524230617385667,294.1510495627566,322.35577019112384,289.26219685533187
36.20229790726302,-0.6314284057279075,2.1999434342599277e-4,0.015104909177746524,294.1510999968918,322.3558107322967,289.2621873663554
36.212556421830115,-0.631420096353605,2.2998874619371436e-4,0.014964103632874926,294.1511499686711,322.3558509329313,289.2621747823824
36.22281493639721,-0.6314114196212943,2.3988842947058575e-4,0.014819939068002212,294.15119946684734,322.3558907838683,289.2621591176301
36.2330734509643,-0.6314023790709432,2.496911756569272e-4,0.014672464889215999,294.1512484803323,322.3559302760686,289.26214038706786
36.24333196553139,-0.6313929783231991,2.593948001753789e-4,0.01452172759202072,294.1512969982036,322.3559694006189,289.26211860639984
36.25359048009848,-0.6313832210779783,2.68997152083015e-4,0.014367778192029088,294.15134500970674,322.3560081487336,289.2620937920578
36.26384899466557,-0.6313731111145762,2.784961140487353e-4,0.014210669805964825,294.15139250425517,322.35604651175424,289.2620659612012
36.274107509232664,-0.6313626522902046,2.8788960292564636e-4,0.0140504592360013,294.15143947143235,322.35608448115204,289.2620351317094
36.284366023799755,-0.6313518485368271,2.971755705859983e-4,0.013887193752153523,294.1514859009977,322.35612204853214,289.2620013221632
36.29462453836684,-0.6313407038630836,3.063520030694133e-4,0.01372091993925962,294.1515317828824,322.3561592056311,289.2619645518558
36.30488305293393,-0.631329222351149,3.1541692179821697e-4,0.01355168602472018,294.151577107195,322.3561959443202,289.261924840775
36.31514156750102,-0.6313174081541417,3.243683849130964e-4,0.013379565153711392,294.1516218642254,322.35623225660976,289.2618822095893
36.325400082068114,-0.6313052654985108,3.332044862747204e-4,0.013204621067109993,294.15166604444033,322.3562681346456,289.2618366796603
36.335658596635206,-0.6312927986793107,3.419233563314923e-4,0.013026903275148723,294.15170963849124,322.3563035707144,289.2617882730149
36.3459171112023,-0.631280012058746,3.505231617005294e-4,0.012846419904676743,294.1517526372156,322.3563385572462,289.26173701233625
36.35617562576939,-0.6312669100688122,3.5900210540046324e-4,0.012663232026483071,294.15179503163273,322.3563730868101,289.2616829209806
36.36643414033648,-0.631253497204783,3.673584302572187e-4,0.012477444556981757,294.15183681295343,322.35640715212236,289.26162602293937
36.37669265490357,-0.6312397780260022,3.7559041833642526e-4,0.012289195264439001,294.1518779725778,322.3564407460451,289.26156634284337
36.386951169470656,-0.6312257571576065,3.8369638731839415e-4,0.012098457415778679,294.1519185020926,322.3564738615839,289.2615039059678
36.39720968403775,-0.6312114392831668,3.916746898558386e-4,0.01190516394082044,294.1519583932813,322.35650649189563,289.2614387381912
36.40746819860484,-0.6311968291469161,3.9952371846829884e-4,0.011709309374816778,294.15199763812006,322.35653863028654,289.2613708660097
36.41772671317193,-0.6311819315519759,4.072419131099782e-4,0.011511268759604025,294.15203622877976,322.3565702702122,289.2613003165313
36.42798522773902,-0.6311667513579788,4.1482775413101874e-4,0.011311286440143176,294.1520741576286,322.35660140528137,289.26122711745415
36.43824374230611,-0.631151293480734,4.222797522855078e-4,0.011109223650863696,294.152111417232,322.3566320292547,289.26115129705994
36.448502256873205,-0.6311355628906016,4.2959644427088465e-4,0.010904384543425263,294.1521480003537,322.35666213604657,289.2610728842
36.45876077144029,-0.6311195646099087,4.367764168636195e-4,0.010696896328753173,294.15218389995874,322.3566917197271,289.26099190829666
36.46901928600739,-0.6311033037129913,4.4381832496046957e-4,0.010487877779428239,294.1522191092123,322.3567207745216,289.2609083993456
36.47927780057447,-0.6310867853236375,4.507208686583892e-4,0.010278498890651125,294.15225362148226,322.3567492948125,289.260822387891
36.48953631514157,-0.631070014613163,4.5748274696312763e-4,0.01006730721682978,294.15228743034083,322.35677727514104,289.2607339049865
36.499794829708655,-0.6310529968006215,4.6410265820522034e-4,0.009851955052336606,294.15232052956304,322.3568047102057,289.2606429822052
36.51005334427575,-0.6310357371496873,4.7057937901480267e-4,0.009632268840100579,294.15235291312996,322.3568315948652,289.26054965164894
36.52031185884284,-0.6310182409673247,4.769118310018756e-4,0.009413682860190797,294.15238457522906,322.35685792413904,289.26045394597116
36.53057037340993,-0.6310005136039405,4.8309899314864053e-4,0.009199527496784932,294.1524155102529,322.3568836932061,289.26035589832725
36.54082888797702,-0.6309825604494717,4.891397016957493e-4,0.008984037168097652,294.15244571280294,322.3569088974081,289.26025554228687
36.55108740254411,-0.6309643869330338,4.950327185886434e-4,0.008756070096714443,294.1524751776886,322.35693353224895,289.2601529118527
36.5613459171112,-0.6309459985225379,5.007769805130389e-4,0.008517863861389854,294.15250389992656,322.35695759339416,289.26004804155576
36.571604431678296,-0.6309274007202432,5.063718976300861e-4,0.00829001397423397,294.1525318747447,322.3569810766742,289.2599409665052
36.58186294624538,-0.6309085990636094,5.118168565790077e-4,0.008086283055677303,294.15255909758,322.35700397808284,289.2598317222424
36.59212146081248,-0.6308895991240124,5.17110716601371e-4,0.007879481617378142,294.15258556407815,322.3570262937769,289.25972034456817
36.60237997537956,-0.6308704065020799,5.222517717451853e-4,0.007625898630742048,294.1526112700976,322.3570480200805,289.25960686953226
36.612638489946654,-0.630851026829554,5.272395538430683e-4,0.007357346310221131,294.15263621170715,322.3570691534809,289.2594913339079
